,Rest_id,name,rate,phone,location,rest_type,reviews_list,Mean Rating,Ro Rating,scaled_sentiment,final_score
2116,2116,Pabrai'S Fresh & Naturelle Icecreams,3.9,"+91 9901328000
+91 8041602601",Koramangala 5th Block,Dessert Parlor,"[('Rated 4.0', 'RATED\n  NOLEN GUR ... must try... it ll melt in mouth.. i never say no to nolen gur ice cream ... among other flavour mascapone cheese,coconut tender,tasts is good ..'), ('Rated 3.0', 'RATED\n  Had their tender coconut icecream and I loved it soo much that ordered another scoop of it...\nThe icecreams here are claimed to be natural and the flavours are varied ranging from sitaphal to coconut to filter coffee. The only thing I dislike here is the availability, there are times where we travelled so far to have a specific flavour but it was unavailable..\nCost-4/5\nAmbience- 2/5\nTaste- 4.5/5')]",3.92,"{'roberta_neg': 0.1755138, 'roberta_neu': 0.23784396, 'roberta_pos': 0.5866422}",3.0,3.3
2456,2456,Juicemaker,3.9,080 41312525,Koramangala 8th Block,Beverage Shop,"[('Rated 3.0', ""RATED\n  This outlet is close to my office and I'm a regular visitor. Serves great fresh juice and snacks. However online ordering experience wasn't that great. Packaging was poor and leaking.\n\nRecently they have hiked up the menu prices though quantity/quality remains the same""), ('Rated 4.0', 'RATED\n  This is a small place opposite to Koramangala police station. ItÃ\x83Ã\x83Ã\x82Ã\x83Ã\x83Ã\x82Ã\x82ÃÂ¢Ã\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x80Ã\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x99s a clean place. This place serves decent fruit juices and sandwiches which are pretty good. I tried bread omelette and it was pretty good with lots of pepper flavour.')]",3.62,"{'roberta_neg': 0.2325116, 'roberta_neu': 0.32154286, 'roberta_pos': 0.44594556}",3.0,3.3
1248,1248,Kabab Magic,3.9,"080 26760225
080 41247366",Jayanagar,Quick Bites,"[('Rated 3.0', 'RATED\n  Ordered a full grill . I was little disappointed because of the amount of salt they have put. It was excess , which interfered with the natural taste of chicken. Have tried other outlets and this has been on lower side so far. Will order more and update review if required.'), ('Rated 3.0', 'RATED\n  Ordered half grill chicken,the taste was pretty good, properly cooked nd tender,a lil bit more taste factor if put into consideration would be appreciated,120 for half grill pretty decent I guess')]",3.2,"{'roberta_neg': 0.24091984, 'roberta_neu': 0.42567894, 'roberta_pos': 0.3334012}",3.0,3.3
1988,1988,Petoo,3.9,080 43752124,Koramangala 4th Block,Quick Bites,"[('Rated 2.0', 'RATED\n  The reviews were great on Zomato. But, when I tried it was a sheer disappointment. I expected better quantity and quality. But.... Naah. Not satisfied.'), ('Rated 5.0', ""RATED\n  Delight to look at this store of Petoo on a busy road of Koramangala! Looks bright and so, bright and colorful in the night that you can't just drive away without taking a glance. Cozy, small and a cute store this is. Friendly service and the chef recommended the thalaiva box. Nothing fancy about the dish. Plain basmati rice tossed in ghee, not much but you can taste its presence in the rice, chicken curry which takes you back home with added curry leaves, that's some delicious food and of course the salad. Tried their Pan ki pappi milk shake and I must say, I'm a fan.\n\nMust visit this store."")]",3.67,"{'roberta_neg': 0.13422094, 'roberta_neu': 0.2561515, 'roberta_pos': 0.60962754}",3.0,3.3
1356,1356,Narmadha'S Hyderabad Biriyani,3.9,"+91 9343024671
080 65610333",BTM,Casual Dining,"[('Rated 4.0', ""RATED\n  Narmadha's Hyderbad Biryani.\n\nTaste was amazing this place is famous for Hyderabad biryani mouthwatering taste. But not happy with the location. It's in the main road, but they should improve cleanliness and ambience of the hotel. Worth for money\n\nFood :5/5\nService :4/5\nCleanliness :2.5/5\nAmbience :2.5/5"")]",3.71,"{'roberta_neg': 0.40400875, 'roberta_neu': 0.4150288, 'roberta_pos': 0.18096238}",3.0,3.3
59,59,Kalmane Koffees,3.9,+91 9972900494,Bannerghatta Road,Cafe,"[('Rated 3.0', ""RATED\n  The coffee is good and unique in taste, that I have to agree. But bun maska was quite dry. Anyway I think prices have also increased and now I don't feel that it is VFM anymore and hence, I am giving it a star less.""), ('Rated 4.0', ""RATED\n  Went here on a Sunday evening. Been here many times but was surprised to see the prices being increased.\n\nThey hv increased the range of their coffees as well as savouries along with them. I would say that the coffee is slightly over priced but still doesn't burn a hole in your pocket.\n\nTaste wise you get authentic tastes. The various variety you can check in the pics uploaded."")]",3.64,"{'roberta_neg': 0.20616978, 'roberta_neu': 0.47174308, 'roberta_pos': 0.3220871}",3.0,3.3
370,370,Srinathji'S,3.9,"+91 9535822209
+91 6361207719",Marathahalli,Casual Dining,"[('Rated 2.0', 'RATED\n  Visited this place after my first experience which was 2 years back and I absolutely loved this place. The food was amazing. But now, this restaurant has become very expensive and the food also was not good. The service was also pretty bad. Did not like the place at all now.'), ('Rated 4.0', 'RATED\n  The place is fabulous with great ambience. You have to checkout the veg sizzlers, Mali kofta and paneer Manchurian. Loaded with flavours and the sabji is always more for two folks.\n\nI am a little disappointed with the waiting time, but I feel good things comes go those who wait ;)'), ('Rated 3.0', 'RATED\n  Food: 3\nService 3\nSans onions , garlic. To compensate for the lack of onions the dishes are spicy with an added dose of chilli. Hara bhara kebab was too dry. Pizza base was a tad too thick with a think layer of cheese. Sizzler was disappointing. Loaded with too much rice. Biryani was spicy but probably best of the lot. I guess we did try some offbeat items like pizza and sizzler. So I would give the benefit of doubt. Hence 3 star.'), ('Rated 4.0', 'RATED\n  Road to desk accessibility = 5/5\n\nFood taste 5/5 ??\n\nAmbience 4/5\n\nService 5/5\n\nSpeed of food serving 5/5\n\nTeam 5/5\n\nHope my numbers said it all.. but after a long time ate yummy North Indian taste that too without Garlic and Onion..\n\nLoved whatever we ordered except Masala Papad.. that was not that great rest all were Bang On...\n\nToo Good ?????')]",3.52,"{'roberta_neg': 0.30958766, 'roberta_neu': 0.38715234, 'roberta_pos': 0.30326}",3.0,3.3
3273,3273,Kerala Tiffin,3.9,+91 7907943091,Whitefield,Delivery,"[('Rated 4.0', 'RATED\n  I have ordered Kozhikodan Chicken Curry and other dishes on other occasions, the last order being the Chicken Curry. They stick to their origin of spicy foods, Kerala being quite famous for their spicy eye watering dishes. The packing was well done but the quantity felt not enough for two people. The curry was hot and tasty but they should switch to larger bowls for deliveries.'), ('Rated 4.0', ""RATED\n  I've ordered from Kerala Tiffin quite a few times and usually I take some time and 2+ deliveries from the restaurants, where I opt for delivery to write a detailed review.\nSo, I should say the food is tasty and well prepared. Porotta, kerala meals, fish fry, biriyani are worth the price and above all tasty.\nNo complaints with delivery time and packaging as well. Good enough.\nSo the reason for 4 stars is because, when I ordered kozikode. chicken curry once, the pieces were not good and most of em were bare bones.\nI guess it might be an error from packaging team, and I suggest the management team to look into it and serve the tasty food with decent quantity.\n\nAll the best & regards,\nAJ""), ('Rated 4.0', 'RATED\n  The delivery boy never came to my flat and they are saying the order was delivered. Such a pathetic service!.\nI had to call multiple times and argue with the delivery boy and finally he came back and delivered. Initially he had delivered to a different place.\n\nSince the food was good, I am giving 4 rating')]",3.71,"{'roberta_neg': 0.22024791, 'roberta_neu': 0.41179925, 'roberta_pos': 0.36795273}",3.0,3.3
48,48,Zephyr,3.9,"+91 9632248392
080 41476255",Basavanagudi,Casual Dining,"[('Rated 3.0', 'RATED\n  Ok this place is not so well maintained\nHookah is the main attraction here\nFood is Ok\nThe Service is good\nThis is pocket friendly hookah place')]",3.71,"{'roberta_neg': 0.25455993, 'roberta_neu': 0.40607423, 'roberta_pos': 0.33936584}",3.0,3.3
2024,2024,Shree Khana Khazana,3.9,"+91 8050891627
+91 8095803482",HSR,Casual Dining,"[('Rated 4.0', 'RATED\n  Food was really good., we were 4 friends and we were damm hungry., we ordered rajma rice, kaju Masala with chapati and it had really a home made touch .,'), ('Rated 2.0', 'RATED\n  I ordered from this place seeing the rating of almost 4 but was extremely disappointed when the food arrived.\nI ordered triangle parantha but by the time I got it, it became rock solid.\nShahi paneer was decent but Dal Tadka was pathetic.')]",3.87,"{'roberta_neg': 0.30809912, 'roberta_neu': 0.39826584, 'roberta_pos': 0.29363504}",3.0,3.3
752,752,Throwback - Pub & Dine,3.9,+91 9742933332,Langford Town,"Bar, Casual Dining","[('Rated 1.0', ""RATED\n  Accidently had visited the bar, coz we had got stuck in the rain right infront of the hotel. Nice view since it is on the rooftop. Other than that nothing much to tell about. Poor customer service, i believe the watchman is forced to take up the barman's role too because of his depressed attitude. Surprisingly the roof had leaks while it was raining? For me, it is a No No place. Menu on Zomato shows 190 for KF pint and they charged me 250 per beer plus taxes. Worst bar which i have visited in Bangalore so far""), ('Rated 4.0', ""RATED\n  So couple of us arrived at around 7 in the evening, and it's empty. We practically encountered just two more groups. We were surprised to see it so wide empty on a weekend. To start with our order, we ordered couple of cocktails, and my God, their LIIT was stronger than we anticipated, and quite praise worthy too. The bar menu is cheap and affordable considering the strong cocktails we ordered.\n\nDeserved a visit."")]",3.71,"{'roberta_neg': 0.4473926, 'roberta_neu': 0.38360402, 'roberta_pos': 0.16900338}",3.0,3.3
246,246,Puran Da Dhaba - The Pride Hotel,3.9,"080 43484348
+91 8892711068",Richmond Road,"Casual Dining, Bar","[('Rated 2.0', 'RATED\n  The Food that we expected was not what we got.. below average.. way too spicy , not tasty either. We opted for a buffet, very less no. of starters.. staffs were polite though. I felt they could have put a music instead of live songs, which was way too loud.. totally disappointing..\n\nFood 2/5\nAmbience 3.5/5\nMoney 3.5/5\n\nNot worth the money!'), ('Rated 3.0', 'RATED\n  Nice Ambience ...all Punjabi village style . They have live band singing old Bollywood numbers , which will make you feel nostalgic. Service is not great but the staff is humble and courteous. Food is good and buffet has got good spread.')]",3.8,"{'roberta_neg': 0.5041818, 'roberta_neu': 0.32073796, 'roberta_pos': 0.17508021}",3.0,3.3
531,531,Stoned Monkey,3.9,+91 9972710694,JP Nagar,Dessert Parlor,"[('Rated 4.0', 'RATED\n  Got this delicious paan banaras which is a must have here. the quality of gulkand was fresh and the guy topped it with some extra dates and almonds to seal the deal for me.\nOnly con: the cup size should have been a little bigger.\nThis brings down the last star!'), ('Rated 4.0', 'RATED\n  Ambience was good but not that spacious\nA nice themed with a monkey pic\nStoned ice creams are little overpriced but presentation was k.the other branch was better compered to this I felt.'), ('Rated 3.0', 'RATED\n  Presentation and taste are two things that matter to all connoisseurs of food. But if you can only choose one of those two, most of us would choose the latter. This is something stoned monkey can pay a little more attention to.')]",3.9,"{'roberta_neg': 0.07956054, 'roberta_neu': 0.36793736, 'roberta_pos': 0.5525021}",3.0,3.3
512,512,Punjabi Corner,3.9,"+91 8095825008
+91 9742228347",Bannerghatta Road,Quick Bites,"[('Rated 1.0', ""RATED\n  I never received this order. ETA was 9.15 pm and I checked *unwell* option as I'm having bad health. These Zomato guy's are drawing too much nonsense and they trouble the poor delivery guy in rain. Instead they should sent the order at the first place itself. It had nothing to do with the restaurant or the delivery guy rather the poor and disgusting operational efficiency as always of Zomato guys.\nThey didn't even cancel it, neither delivered it and nor refunded my money and it's 9.51 pm.\n\nIt would have been very less effort for me to cook on my own in this sickness also instead of dealing with these people's sickness.""), ('Rated 4.0', 'RATED\n  I order delivery from here often.They serve really nice food. No gimmics, affordable price and quick delivery. Gobi fried rice was one of the best I had here. Would definitely recommend.'), ('Rated 3.0', 'RATED\n  Ordered chicken kababs online..?\nthe chicken was not so fresh is what I felt..quantity was sufficient enough for the price paid..\nWould like to try their other items!!')]",3.71,"{'roberta_neg': 0.41382152, 'roberta_neu': 0.33116317, 'roberta_pos': 0.25501534}",3.0,3.3
1816,1816,Angaar Indian Grill & Restaurant,3.9,"080 48541211
+91 7406511211",HBR Layout,Casual Dining,"[('Rated 4.0', 'RATED\n  When Mutton is served in the form of Sheek.\nThis tasted Awesome and was made fresh.\nPrice: 120Rs per stick\nTaste: 3.5/5\nValue for money: 3/5\nQuantity: 3/5\nAmbiance: 3.5/5\nService: 3/5\nParking Available: Yes\n\n#foodblogfeed #foods #foodblogging #foodblogger #foodtasting #foody #foodphotography #foodlovers #foodgram #foodinbangalore #foodpic #foodforfoodies #foodinspiration #foodie #foodblog #food52 #foodstagram #footfetishnation #fooddiary#foodgram #foodgasm #foodiesofinstagram #foodpornshare #foodpornography #indiafood #indianfoodblogger #bangalorefoodblogger #bangalore #bangalorefood #bangalorefoodiesclub #bangalorefoodbloggers')]",3.71,"{'roberta_neg': 0.013787866, 'roberta_neu': 0.41613895, 'roberta_pos': 0.5700732}",3.0,3.3
3369,3369,Rafoo Chakkar,3.9,"+91 8028455104
+91 9900900305",Whitefield,Quick Bites,[],3.71,"{'roberta_neg': 0.22726646, 'roberta_neu': 0.5978538, 'roberta_pos': 0.17487982}",3.0,3.3
1654,1654,Burger King,3.9,+91 8197463990,Kammanahalli,Quick Bites,"[('Rated 1.0', 'RATED\n  Extremely dissatisfied with the pathetic service of Burger King and Zomato food delivery. I order a burger combo today and the upon reaching my place the delivery guy called with 5 times within a span of 7 minutes. I was busy with something and could not pick up the call. He immediately cancelled the order and Zomato did not refund my money at all!! The full amount was deducted!! My address was correctly given and the GPS location was also correct. 7 minutes is too less to cancel an order. I have never had such a pathetic service from other delivery companies.\nDisappointed in Burger King and Zomato !!! Shame on you to loot your customers like this!!'), ('Rated 4.0', ""RATED\n  This outlet is just on the main road and has quite spacious seating arrangement. We ordered veg supreme meal, spicy crsipy chicken burger and black current icecream. Everything was good. The staff and service was also nice. Overall a good place. Didn't take pictures of food as we were really hungry.""), ('Rated 4.0', 'RATED\n  This burger is very good and its really good to hangout with friends at burger ..... I would suggest my friend to do visit this place ......simply awesome..'), ('Rated 3.0', ""RATED\n  I am really disappointed with the brand not keeping the standard of food and other things. I am a great fan of Burger King from the time I came to Bangalore. However, I have lost faith and trust in the brand now. The taste, quality and stuffing has gone down it feels like I am just having Patty's between two pieces of bun. The taste and the stuffing has disappeared I don't know why. That is the only main reason I have stopped having the burger regularly. This is specifically only for kamanahalli branch as it is the most I have visited"")]",3.67,"{'roberta_neg': 0.4851579, 'roberta_neu': 0.31606543, 'roberta_pos': 0.19877662}",3.0,3.3
1569,1569,Narmadha'S Hyderabad Biriyani,3.9,"+91 9343024671
080 65610333",BTM,Casual Dining,"[('Rated 4.0', ""RATED\n  Narmadha's Hyderbad Biryani.\n\nTaste was amazing this place is famous for Hyderabad biryani mouthwatering taste. But not happy with the location. It's in the main road, but they should improve cleanliness and ambience of the hotel. Worth for money\n\nFood :5/5\nService :4/5\nCleanliness :2.5/5\nAmbience :2.5/5"")]",3.71,"{'roberta_neg': 0.40400875, 'roberta_neu': 0.4150288, 'roberta_pos': 0.18096238}",3.0,3.3
3229,3229,Chatori Tongue,3.9,+91 8951591085,Sarjapur Road,Quick Bites,"[('Rated 5.0', 'RATED\n  If looking for some lip smacking snacks and you are in an around Sarjapur... head to this place and you will not be disappointed...\nPlace comes in with some amazing variety and food quality with value of money.'), ('Rated 3.0', 'RATED\n  I tried for the first time today. I had ordered aaloo Paratha and paneer Paratha.\n\nAaloo Paratha: (2/5) very frankly my hostel mess.made better aaloo paratha. There was absolutely no taste of any stuffing. It felt like I am eating plain paratha. The only reason I have 2 rating is because it was cooked properly. Otherwise it was a terrible let down.\n\nPaneer Paratha (3.5/5) the stuffing tasted good but was present in very small amount. The paratha was cooked properly. One can order this, but clearly paratha is not really')]",3.71,"{'roberta_neg': 0.20458868, 'roberta_neu': 0.34536508, 'roberta_pos': 0.45004624}",3.0,3.3
3173,3173,Throwback - Pub & Dine,3.9,+91 9742933332,Langford Town,"Bar, Casual Dining","[('Rated 1.0', ""RATED\n  Accidently had visited the bar, coz we had got stuck in the rain right infront of the hotel. Nice view since it is on the rooftop. Other than that nothing much to tell about. Poor customer service, i believe the watchman is forced to take up the barman's role too because of his depressed attitude. Surprisingly the roof had leaks while it was rainingÃ\x83Ã\x83Ã\x82Ã\x83Ã\x83Ã\x82Ã\x82ÃÂ°Ã\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x9fÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x98Ã\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x82 For me, it is a No No place. Menu on Zomato shows 190 for KF pint and they charged me 250 per beer plus taxes. Worst bar which i have visited in Bangalore so far""), ('Rated 4.0', ""RATED\n  So couple of us arrived at around 7 in the evening, and it's empty. We practically encountered just two more groups. We were surprised to see it so wide empty on a weekend. To start with our order, we ordered couple of cocktails, and my God, their LIIT was stronger than we anticipated, and quite praise worthy too. The bar menu is cheap and affordable considering the strong cocktails we ordered.\n\nDeserved a visit."")]",3.71,"{'roberta_neg': 0.3619595, 'roberta_neu': 0.43570092, 'roberta_pos': 0.20233959}",3.0,3.3
508,508,Shree Khana Khazana,3.9,"+91 8050891627
+91 8095803482",HSR,Casual Dining,"[('Rated 4.0', 'RATED\n  Food was really good., we were 4 friends and we were damm hungry., we ordered rajma rice, kaju Masala with chapati and it had really a home made touch .,'), ('Rated 2.0', 'RATED\n  I ordered from this place seeing the rating of almost 4 but was extremely disappointed when the food arrived.\nI ordered triangle parantha but by the time I got it, it became rock solid.\nShahi paneer was decent but Dal Tadka was pathetic.')]",3.87,"{'roberta_neg': 0.30809912, 'roberta_neu': 0.39826584, 'roberta_pos': 0.29363504}",3.0,3.3
3258,3258,Al Khansah,3.9,080 71967803,Bellandur,Casual Dining,"[('Rated 3.0', ""RATED\n  We ordered stuffed aloo paratha and schezwan noodles from them .Paratha tasted good but lacked stuffing.Noodles we found to be somewhat bland.But there prices are on lower side.So I can't blame them.My suggestion would be to raise price slightly and add some more stuffing in the paratha and some more schezwan sauce in the noodles.They are not out from my ordering list, just the frequency of the order from them is going to be very less unless stuffing is more.""), ('Rated 1.0', 'RATED\n  Bad food no taste....\nOrdered egg noodles and it was noodles + sauce +OIL + OIL with NO EGG...Yes there was some 8 pieces of capcicum...\nNOT HAVING ANY MORE FROM HERE'), ('Rated 3.0', 'RATED\n  We had ordered crispy chicken from this place. The food was delivered on time and the packing was good.\nThe dish was average. The chicken was very dry and hard.')]",3.71,"{'roberta_neg': 0.43631446, 'roberta_neu': 0.43058705, 'roberta_pos': 0.13309854}",3.0,3.3
1144,1144,Chungs Pavilion,3.9,"080 25254142
080 25285403",Indiranagar,Casual Dining,"[('Rated 4.0', 'RATED\n  I have been visiting this place since 2009 and never have I ever been disappointed with either food or service.\n\nFood: 4/5\nRecommended:\nVeg Manchow soup\nKowey thio (Malaysian noodles/flat noodles)\nCrispy Honey chilli prawns\nGolden fried prawns (it comes with a garlic sauce)\nGinger chicken (dry)\nChilli prawns (gravy)\nDrunken chicken wings (nice but has a thick batter coating than the actual amount of meat)\n\nService: 4/5\nPolite and suggestive. You can ask for some of the main course items to be dry or semi dry and customise the spice level as well.\n\nAmbience: 3/5\nIt might look a little shady and unappealing to a new customer. But they play good music.'), ('Rated 3.0', ""RATED\n  Where is my gravy?\n\nI ordered Chicken Triple Szechwan Rice and if my past experiences from Chinese eateries tell me correctly, this item comes with Gravy. However, Chungs Pavilion didn't send any. Rice was yum, no complaints on that front, but still, there was a reason why I ordered Triple Szechwan rice instead of the normal one. I wanted to have gravy with rice.\n\nThus, disappointed."")]",3.71,"{'roberta_neg': 0.37039766, 'roberta_neu': 0.47659555, 'roberta_pos': 0.1530068}",3.0,3.3
1680,1680,Kuttanad Restaurant,3.9,"080 88727603
+91 9742741836",Nagawara,Quick Bites,"[('Rated 4.0', ""RATED\n  This review is coming from someone who would have this meal twice or thrice in a year .\n\nOne would find this restuarant at the service lane right in front of Manyata tech park sky walk .Amidst all hustle bustle around ,this small restaurant finds its prominence for its authentic Kerela cuisine .\nAnd guess what's , it's really economical . I paid only 200 Rs for full meal for two .\n\nWe ordered appam , Kerela paratha , peas curry , mix veg curry . While mix veg curry gave mild coconut flavor with sweet flavour , peas curry on the other hand very mild spicy having the prominence of boiled peas taste . The parotha was non sticky and soft .\n\nSomeOne familiar or connoisseur to this cuisine may find it diffrent here !"")]",3.71,"{'roberta_neg': 0.024247177, 'roberta_neu': 0.5123541, 'roberta_pos': 0.46339878}",3.0,3.3
1097,1097,Xian,3.9,"080 41656111
080 41515163",Ulsoor,Casual Dining,"[('Rated 5.0', 'RATED\n  Order from Swiggy pop for rs99 delicious egg fried rice with chicken manchurian masala with quantity of serving one people may not fill your tummy but can your appetite ??\u200d??')]",3.61,"{'roberta_neg': 0.38467333, 'roberta_neu': 0.51918995, 'roberta_pos': 0.09613679}",3.0,3.3
2006,2006,Maria'S Goan Kitchen,3.9,"+91 8892283138
+91 9900014128",Koramangala 7th Block,Casual Dining,"[('Rated 5.0', 'RATED\n  Beautiful place, amazing food and top hospitality. We had the beef thali and the chicken thali, both of which were absolutely perfect!!! Thank you.'), ('Rated 3.0', ""RATED\n  Good and ok!\nI enjoyed the Pork chops, it had a nice BBQ flavour! The meal Pork/ Beef is a good try...... there could be improvement on both gravies though. Also a bit too oily (fat oil). Sannas were nice!\nThe fish Cutlets were totally not worth it, 3 small pieces for approx.Rs.150. It doesn't go best with the pudina chutney as well.\nQuite a small place, I thought I'll be bigger!\nOn the whole, for some1 who doesn't know anything about authentic Goan food this is a good try.\nWhat is Goan food with out alcohol, viz also another disadvantage of this place.\nI'd say is quite close to decent Goan home food at slightly higher rates, but that's understandable because of the overheads, location, sourcing costs etc""), ('Rated 4.0', 'RATED\n  An authentic Goan thali in the heart of Bangalore city. From the lovely pink sol kadi to the pork and fish curries, this place serves lovely Goan comfort food.\nNote of caution: at approximately 300-400 rupees per thali, this is a pricey plate of food for such an unassuming place.\nThe 4 star is only for the food.\nI would rate the ambiance 2.'), ('Rated 1.0', 'RATED\n  Ordered thru swiggy\n\nPork chops\nPork coorgi style\nBeef chilly\n\nSuch a fail .\n\nAbsolute waste of money .\n\nBeef chilly was made of boiled beef meat .\nHardly any meet on the pork dishes .\nWish this place never showed up on future searches.\n\nDisappointed!!!!!!')]",3.74,"{'roberta_neg': 0.19800843, 'roberta_neu': 0.3463344, 'roberta_pos': 0.45565715}",3.0,3.3
335,335,Healthie,3.9,00 09945737438,Whitefield,Delivery,"[('Rated 4.0', 'RATED\n  I have tried waldrof Salad from this restaurant.It comes with crunch apples, grapes, walnuts with some yogurt above. It is good and you fill your stomach full. Quantity is less and it is bit much expensive compared to other restaurants in Whitefield.\n\nReviews :\nTaste : 4/5\nQuantity :3/5\nQuality :4/5\nPackaging :5/5\n\nCons:\nExpensive\nLess quantity'), ('Rated 1.0', 'RATED\n  Initially i was loving the taste of the food as i thought the food was healthy but i when i found rubber band inside the food. What if i wouldnÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92t have seen it. It would have caused me serious illness. When you are delivering something whose name is healthy it is supposed to be healthy and hygienic. So wont order food from here again. A really bad experience.')]",3.71,"{'roberta_neg': 0.35482946, 'roberta_neu': 0.35896313, 'roberta_pos': 0.2862074}",3.0,3.3
1707,1707,Jingo Bbq & Burgers,3.9,"+91 9663642759
+91 9900128612",Kammanahalli,Quick Bites,"[('Rated 3.0', 'RATED\n  Randomly one Saturday evening i decided to look out for a new place to explore and found this unique tiny restaurant in 5th main road of Kalyan nagar. I found the pricing quite average for the proportion when you compare with burger hubs like truffles as we get even potato chips there with burgers.\n\nFood- ordered New York beef burger. It was this huge 2 beef patties prepared on spot squeezed between 2 buns and quite few veggies. I found the burger quite good except below few things\n1. Bun is extremely soft making it eating very messy.\n2. Did not like the idea of adding cheese slices as it made burger quite dryish, i believe a little more mayo and cheese sauce would enhance the taste. ( Though my friend liked it )\n\nAmbience - simple ambience with 2 tables\n\nPrice - So We had ordered 2 beef new York burger, 1 pep coke and 1 bottle of water costing us 530 which was pretty good for such a filling burger\n\nVisit again? - Maybe..?'), ('Rated 4.0', 'RATED\n  Burgers are quite filling and full of flavour. The peri peri fries are spicy and good portioned. Quaint place for a quick meal. Prefer eating there than order home as the bun is soft and can get soggy'), ('Rated 1.0', 'RATED\n  This is the worst burger ever and not only is it bad but they serving raw god dam burgers to their customers . My advice stick to thulp ! Do not order from here .!')]",3.71,"{'roberta_neg': 0.2429483, 'roberta_neu': 0.3911328, 'roberta_pos': 0.36591887}",3.0,3.3
602,602,Maria'S Goan Kitchen,3.9,"+91 8892283138
+91 9900014128",Koramangala 7th Block,Casual Dining,"[('Rated 3.0', ""RATED\n  Good and ok!\nI enjoyed the Pork chops, it had a nice BBQ flavour! The meal Pork/ Beef is a good try...... there could be improvement on both gravies though. Also a bit too oily (fat oil). Sannas were nice!\nThe fish Cutlets were totally not worth it, 3 small pieces for approx.Rs.150. It doesn't go best with the pudina chutney as well.\nQuite a small place, I thought I'll be bigger!\nOn the whole, for some1 who doesn't know anything about authentic Goan food this is a good try.\nWhat is Goan food with out alcohol, viz also another disadvantage of this place.\nI'd say is quite close to decent Goan home food at slightly higher rates, but that's understandable because of the overheads, location, sourcing costs etc""), ('Rated 4.0', 'RATED\n  An authentic Goan thali in the heart of Bangalore city. From the lovely pink sol kadi to the pork and fish curries, this place serves lovely Goan comfort food.\nNote of caution: at approximately 300-400 rupees per thali, this is a pricey plate of food for such an unassuming place.\nThe 4 star is only for the food.\nI would rate the ambiance 2.'), ('Rated 1.0', 'RATED\n  Ordered thru swiggy\n\nPork chops\nPork coorgi style\nBeef chilly\n\nSuch a fail .\n\nAbsolute waste of money .\n\nBeef chilly was made of boiled beef meat .\nHardly any meet on the pork dishes .\nWish this place never showed up on future searches.\n\nDisappointed!!!!!!')]",3.74,"{'roberta_neg': 0.21537612, 'roberta_neu': 0.38215268, 'roberta_pos': 0.40247115}",3.0,3.3
811,811,Just Shawarma,3.9,+91 7676764422,Electronic City,Kiosk,"[('Rated 2.0', ""RATED\n  To be honest, I loved the shawarma's of this place. In fact I would say the best place for Shawarmas in E-City.\nBut now recently in the last 2 months the chef had changed (a thin new guy came). He is not roasting the meat properly and also the proportion of meat, mayonnaise, salads is not proper. The previous chef would use to do it so properly as it was very proper and tasty.\n@Manager- Please take a look at this and try to improve it like those previous days.""), ('Rated 1.0', 'RATED\n  Clearly No. It lacks taste, hygiene as well as good packaging. I had the shwarma at the outlet. The basic shwarma costs 70/- and it has no taste. The chicken inside is chewy instead of smooth.'), ('Rated 4.0', ""RATED\n  I never went to just shawarma thinking chains does not have good shawarma. But i went their two days back and i wasn't disappointed at all. I ordered one whole wheat shawarma. Chicken was fresh and you can taste the good quality mayo.""), ('Rated 5.0', ""RATED\n  One of the best shawarma I had in a very long time. Their must try is their shawarma platters. It's too good. A si gle shawarma platter is enough to fed a person like me who literally eats a lot.\nMust try if you live in e city."")]",3.62,"{'roberta_neg': 0.1341902, 'roberta_neu': 0.30552122, 'roberta_pos': 0.56028855}",3.0,3.3
3319,3319,Layla - The Den Bengaluru,3.9,080 71117234,Whitefield,Casual Dining,"[('Rated 2.0', 'RATED\n  An awesome location wasted. The sight the view are beautiful and the drinks are great and thatÃ\x83Ã\x83Ã\x82Ã\x83Ã\x83Ã\x82Ã\x82ÃÂ¢Ã\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x80Ã\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x99s that..the Mediterranean menu is very purist and does not cater to a broader audience.\n\nWe order quite a few cocktails, espresso martini and mint julep and both were great..the beer was chilled and came from bottle..\n\nThe food..pita bread was warm comes with condiments..chicken pallets and the lamb pizza was edible and catered to My taste bud..too oily and use if burnt butter.. kills the natural flavour..\n\nTe hummus and the roasted eggplant were in edible...veg menu is limiting\n\nOverall food experience was very poor')]",3.71,"{'roberta_neg': 0.123619005, 'roberta_neu': 0.2680294, 'roberta_pos': 0.60835165}",3.0,3.3
